Experiment_ID,Cell_Line,Cell_Type,Synthesis_Method,Surface_Coating,Core_Size_nm,Zeta_Potential_mV,Concentration,Exposure_Time,Cell_Viability,ROS,LDH,Apoptosis,Hemolysis,Comet_Tail_Moment,Selectivity_Index,Toxicity_Score,IC50,Risk_Level,ISO_10993_Status
EXP-ZNO-003053,L929,Normal,Hydrothermal,Silica_Coated,38.3,-32.3,5.83,24,100.0,7.14,0.0,0.0,0.1,1.0,1.0,1.02,71.4,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003054,CHO,Normal,Chemical_Precipitation,PEG_Coated,79.8,-2.1,4.8,48,93.93,1.18,2.22,4.56,0.77,1.63,1.0,3.8,51.61,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003055,HCT-116,Cancer,Green_Synthesis,Chitosan_Coated,71.7,-0.5,35.71,72,53.13,17.22,16.92,30.61,0.82,6.47,1.99,29.46,32.68,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003056,HeLa,Cancer,Chemical_Precipitation,Chitosan_Coated,46.4,-8.6,37.43,24,60.61,20.58,17.76,35.52,0.1,3.27,1.31,30.87,49.68,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003057,Primary_HDF,Normal,Sol-Gel,Chitosan_Coated,40.2,8.3,27.25,6,95.51,4.25,5.59,0.0,0.43,1.83,1.0,2.63,140.36,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003058,HepG2,Cancer,Sol-Gel,Silica_Coated,54.1,-17.1,50.35,24,42.01,35.04,28.07,44.52,1.42,7.39,1.55,44.0,42.0,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003059,Jurkat,Cancer,Sol-Gel,PEG_Coated,70.5,0.8,14.68,6,89.35,3.16,0.28,16.47,0.1,2.18,1.1,9.62,59.13,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003060,HeLa,Cancer,Sol-Gel,Silica_Coated,43.9,26.6,84.27,72,14.17,53.22,45.22,61.4,3.54,16.72,2.12,62.54,30.64,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003061,MCF-7,Cancer,Hydrothermal,PEG_Coated,42.7,-29.9,23.13,48,74.76,8.82,8.12,21.76,0.3,3.27,1.73,19.65,37.48,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003062,L929,Normal,Sol-Gel,PEG_Coated,45.0,-4.8,9.06,72,90.14,0.7,1.62,4.34,0.1,1.6,1.0,3.95,60.18,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003063,HepG2,Cancer,Chemical_Precipitation,Chitosan_Coated,82.0,-15.8,2.11,72,100.0,0.0,0.0,1.11,0.22,1.0,2.06,0.15,31.57,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003064,HeLa,Cancer,Hydrothermal,Bare_ZnO,70.1,-7.8,6.77,72,94.62,0.0,4.12,2.73,0.44,1.9,2.02,3.19,32.17,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003065,HCT-116,Cancer,Chemical_Precipitation,Silica_Coated,20.9,29.7,51.27,6,50.65,33.35,32.38,50.17,1.05,5.09,1.36,55.56,47.83,High,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003066,HepG2,Cancer,Green_Synthesis,PEG_Coated,50.7,-4.1,39.21,48,58.02,12.28,17.69,25.91,0.1,5.53,1.21,20.95,53.55,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003067,Jurkat,Cancer,Sol-Gel,Bare_ZnO,23.6,30.1,8.89,24,87.47,13.98,10.64,14.66,0.55,2.26,2.32,15.59,28.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003068,HCT-116,Cancer,Hydrothermal,Chitosan_Coated,56.2,-8.8,4.32,48,93.74,0.0,7.46,5.04,0.1,1.0,2.05,5.5,31.63,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003069,A549,Cancer,Hydrothermal,Silica_Coated,51.4,34.7,16.88,24,78.14,14.4,13.6,16.03,0.34,2.54,1.63,18.69,39.9,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003070,CHO,Normal,Chemical_Precipitation,PEG_Coated,26.0,-23.1,10.61,6,97.76,4.15,0.0,3.4,0.1,1.31,1.0,2.17,106.86,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003071,HCT-116,Cancer,Hydrothermal,Bare_ZnO,89.6,5.8,9.58,12,94.01,6.39,6.06,6.3,0.1,1.74,1.52,6.82,42.83,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003072,Caco-2,Normal,Green_Synthesis,Chitosan_Coated,28.2,33.0,64.28,24,55.95,14.48,10.78,22.63,0.54,4.31,1.0,18.99,75.0,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003073,HepG2,Cancer,Hydrothermal,Silica_Coated,46.1,8.5,2.15,6,100.0,0.0,0.0,2.02,0.38,1.08,0.91,0.24,71.64,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003074,Jurkat,Cancer,Hydrothermal,Bare_ZnO,85.8,-29.1,32.39,24,41.85,60.23,58.63,48.02,1.85,5.5,2.21,66.68,29.4,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003075,PBMCs,Normal,Sol-Gel,Chitosan_Coated,18.8,17.9,21.1,12,93.14,0.0,5.87,6.3,0.1,1.5,1.0,4.05,88.71,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003076,Jurkat,Cancer,Chemical_Precipitation,PEG_Coated,47.2,26.9,200.0,72,4.22,39.76,50.61,97.66,10.29,18.0,2.85,100.0,22.8,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003077,Caco-2,Normal,Hydrothermal,PEG_Coated,71.1,-8.5,33.88,12,81.2,2.74,5.67,6.58,0.1,2.46,1.0,9.5,86.99,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003078,PBMCs,Normal,Chemical_Precipitation,Silica_Coated,66.7,2.3,54.33,24,43.47,30.77,26.38,34.26,0.74,5.34,1.0,37.8,53.36,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003079,HCT-116,Cancer,Sol-Gel,PEG_Coated,84.2,-25.5,15.01,48,73.98,6.48,8.3,27.41,0.73,3.35,1.99,22.18,32.64,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003080,CHO,Normal,Green_Synthesis,PEG_Coated,58.5,19.9,71.08,12,68.5,1.26,11.91,15.48,0.1,3.05,1.0,12.0,113.91,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003081,NIH-3T3,Normal,Chemical_Precipitation,Chitosan_Coated,27.0,-24.6,60.2,72,38.89,21.13,22.58,39.4,0.73,6.65,1.0,34.43,48.85,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003082,NIH-3T3,Normal,Hydrothermal,Silica_Coated,46.6,22.8,67.53,6,71.56,10.54,4.35,13.35,0.1,3.4,1.0,12.85,110.87,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003083,L929,Normal,Chemical_Precipitation,Chitosan_Coated,28.2,17.9,2.67,6,97.71,2.15,1.73,0.78,0.1,1.25,1.0,1.49,121.95,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003084,L929,Normal,Chemical_Precipitation,Chitosan_Coated,20.6,-29.1,11.69,24,93.44,3.79,3.67,5.6,0.1,1.56,1.0,3.99,75.07,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003085,L929,Normal,Green_Synthesis,Bare_ZnO,51.2,34.7,70.29,6,68.23,13.76,15.55,14.53,0.96,3.28,1.0,11.77,138.08,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003086,NIH-3T3,Normal,Sol-Gel,Silica_Coated,46.2,-18.2,28.98,24,74.75,6.48,5.76,16.3,0.17,2.35,1.0,12.14,65.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003087,HEK293,Normal,Green_Synthesis,Bare_ZnO,67.8,0.8,70.66,72,38.43,36.0,28.2,28.76,3.31,7.9,1.0,26.99,51.06,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003088,HEK293,Normal,Sol-Gel,Bare_ZnO,52.0,27.5,44.89,24,59.89,27.39,24.81,27.08,0.92,3.41,1.0,25.54,60.0,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003089,L929,Normal,Chemical_Precipitation,PEG_Coated,79.6,7.6,46.57,72,58.01,8.38,11.45,24.84,0.1,4.3,1.0,20.45,55.37,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003090,HepG2,Cancer,Chemical_Precipitation,Chitosan_Coated,27.1,26.8,0.92,6,100.0,2.38,0.0,0.77,0.1,1.55,0.86,0.65,75.33,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003091,PBMCs,Normal,Hydrothermal,Chitosan_Coated,30.6,-8.7,24.53,24,84.43,4.97,6.7,12.38,0.1,1.0,1.0,8.57,73.08,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003092,CHO,Normal,Green_Synthesis,PEG_Coated,51.1,15.0,34.39,6,92.7,0.0,3.76,3.63,0.37,1.85,1.0,2.87,145.19,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003093,Caco-2,Normal,Chemical_Precipitation,Bare_ZnO,51.8,-24.9,3.24,72,96.13,0.99,0.2,0.86,0.27,1.76,1.0,2.18,31.32,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003094,HepG2,Cancer,Chemical_Precipitation,Bare_ZnO,19.1,-6.4,66.31,12,38.14,59.4,55.94,49.82,3.07,6.95,1.32,61.67,49.25,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003095,Jurkat,Cancer,Green_Synthesis,Bare_ZnO,20.1,27.5,5.23,48,99.38,2.67,0.0,0.0,0.5,1.71,2.37,0.87,27.46,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003096,PBMCs,Normal,Sol-Gel,PEG_Coated,34.6,5.3,0.75,12,100.0,0.0,0.0,0.0,0.1,1.03,1.0,0.01,96.1,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003097,MCF-7,Cancer,Green_Synthesis,PEG_Coated,40.0,-7.0,2.51,72,100.0,0.0,2.14,0.0,0.19,1.52,1.68,0.32,38.72,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003098,NIH-3T3,Normal,Hydrothermal,PEG_Coated,44.6,-18.1,40.69,6,84.43,4.97,3.73,10.81,0.1,1.79,1.0,7.33,144.13,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003099,Jurkat,Cancer,Hydrothermal,Silica_Coated,43.3,-11.0,29.6,24,50.67,37.52,27.81,43.67,0.99,5.2,2.21,49.17,29.4,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003100,L929,Normal,Green_Synthesis,PEG_Coated,21.2,-12.9,60.83,48,64.79,2.39,5.28,15.4,0.21,3.37,1.0,10.5,86.7,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003101,HCT-116,Cancer,Green_Synthesis,PEG_Coated,83.9,27.2,6.51,24,98.71,0.0,0.0,0.0,0.1,1.0,1.25,0.58,52.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003102,NIH-3T3,Normal,Chemical_Precipitation,Silica_Coated,42.2,-32.9,7.38,24,97.16,6.14,1.38,2.34,0.1,1.26,1.0,2.6,59.8,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003103,CHO,Normal,Hydrothermal,Bare_ZnO,28.3,7.1,70.59,12,55.29,31.82,29.08,28.43,1.11,5.8,1.0,28.9,73.61,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003104,Caco-2,Normal,Chemical_Precipitation,PEG_Coated,48.6,29.2,0.83,72,99.88,0.0,0.0,0.0,0.1,1.49,1.0,0.07,40.71,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003105,CHO,Normal,Green_Synthesis,PEG_Coated,59.7,-31.5,25.96,6,91.05,0.0,0.0,4.53,0.1,1.63,1.0,3.03,145.19,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003106,Jurkat,Cancer,Sol-Gel,Chitosan_Coated,83.3,15.0,61.76,6,44.1,35.23,28.15,52.97,1.45,6.46,1.19,56.52,54.58,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003107,HeLa,Cancer,Green_Synthesis,Chitosan_Coated,56.9,29.2,41.51,6,87.66,5.23,0.0,5.51,0.25,2.02,0.59,5.38,109.65,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003108,NIH-3T3,Normal,Hydrothermal,Silica_Coated,86.8,-8.3,13.64,72,80.88,3.93,5.76,7.53,0.1,2.73,1.0,8.37,46.46,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003109,MCF-7,Cancer,Chemical_Precipitation,Bare_ZnO,94.1,19.6,66.06,24,24.47,89.17,79.52,70.82,4.83,11.6,2.02,98.06,32.2,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003110,L929,Normal,Hydrothermal,Silica_Coated,23.1,-31.5,17.3,6,98.2,1.87,3.63,1.26,0.1,1.24,1.0,1.33,115.99,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003111,Caco-2,Normal,Hydrothermal,Chitosan_Coated,43.0,10.0,9.09,6,97.08,0.0,5.9,0.0,0.1,1.51,1.0,1.99,102.34,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003112,HepG2,Cancer,Sol-Gel,Bare_ZnO,53.8,-29.9,6.83,24,95.26,6.88,5.18,1.24,0.1,2.01,1.55,4.64,42.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003113,Caco-2,Normal,Sol-Gel,PEG_Coated,21.4,-7.0,49.22,72,43.54,13.97,12.71,39.97,0.1,6.34,1.0,32.41,44.25,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003114,Jurkat,Cancer,Green_Synthesis,Silica_Coated,81.1,-20.7,40.07,12,53.38,25.47,20.06,32.17,1.05,4.93,1.46,32.81,44.61,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003115,L929,Normal,Green_Synthesis,PEG_Coated,83.7,14.7,12.51,6,96.71,0.49,0.0,3.37,0.51,1.47,1.0,1.11,179.51,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003116,L929,Normal,Green_Synthesis,Chitosan_Coated,19.8,23.4,4.89,48,100.0,0.0,2.12,2.68,0.34,1.1,1.0,0.35,80.03,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003117,Jurkat,Cancer,Green_Synthesis,Silica_Coated,50.3,-2.5,7.27,12,96.63,2.43,4.72,3.49,0.27,1.21,1.46,3.13,44.61,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003118,L929,Normal,Green_Synthesis,Silica_Coated,68.5,-27.2,5.61,24,95.41,0.0,0.0,5.21,0.45,1.54,1.0,1.48,85.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003119,PBMCs,Normal,Green_Synthesis,Chitosan_Coated,41.9,-19.7,56.47,6,84.12,9.02,8.58,10.53,0.1,1.94,1.0,7.46,141.33,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003120,HeLa,Cancer,Green_Synthesis,Bare_ZnO,68.5,-12.2,2.14,48,100.0,0.0,0.87,0.71,0.24,1.1,1.47,0.17,44.13,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003121,Primary_HDF,Normal,Sol-Gel,Bare_ZnO,93.0,-18.0,75.44,24,45.3,33.73,28.53,25.9,1.28,5.83,1.0,26.85,72.0,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003122,Primary_HDF,Normal,Sol-Gel,Silica_Coated,42.8,21.4,68.89,72,34.8,21.91,18.71,28.47,1.56,6.3,1.0,27.67,49.02,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003123,HepG2,Cancer,Hydrothermal,PEG_Coated,77.2,-11.9,94.2,48,30.22,16.17,29.18,48.49,1.76,12.03,1.45,43.93,44.98,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003124,MCF-7,Cancer,Chemical_Precipitation,Chitosan_Coated,89.7,-4.0,15.69,48,76.09,13.91,13.52,19.09,0.1,2.36,2.14,24.05,30.32,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003125,Jurkat,Cancer,Hydrothermal,Bare_ZnO,46.8,-9.5,11.94,24,80.47,24.42,16.19,20.5,0.26,2.37,2.21,23.31,29.4,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003126,HCT-116,Cancer,Green_Synthesis,PEG_Coated,20.9,30.4,4.87,72,96.48,0.78,0.0,5.14,0.1,1.7,1.84,2.21,35.4,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003127,HCT-116,Cancer,Green_Synthesis,Silica_Coated,36.8,-19.6,2.98,6,100.0,0.0,3.44,1.41,0.1,1.41,1.0,0.65,64.98,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003128,NIH-3T3,Normal,Hydrothermal,Chitosan_Coated,85.3,-3.8,1.42,12,99.72,0.0,0.0,3.2,0.1,1.14,1.0,0.35,104.39,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003129,MCF-7,Cancer,Green_Synthesis,Chitosan_Coated,78.9,3.0,17.46,72,74.38,9.05,4.71,13.87,0.59,2.89,1.82,14.52,35.74,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003130,HCT-116,Cancer,Chemical_Precipitation,Silica_Coated,47.3,-31.5,10.09,6,93.16,3.19,5.12,12.34,0.41,1.32,1.36,8.24,47.83,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003131,L929,Normal,Green_Synthesis,Silica_Coated,60.9,-16.5,30.56,12,82.67,6.15,1.14,8.09,0.8,1.83,1.0,5.67,108.34,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003132,MCF-7,Cancer,Sol-Gel,PEG_Coated,87.8,33.6,3.69,12,96.01,0.54,1.63,4.36,0.1,1.0,1.12,3.24,57.99,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003133,HepG2,Cancer,Hydrothermal,PEG_Coated,42.7,-1.6,13.48,48,84.95,4.62,1.16,8.03,0.25,1.43,1.45,8.68,44.98,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003134,L929,Normal,Sol-Gel,Silica_Coated,76.7,10.1,30.17,12,85.01,10.15,6.94,4.29,0.23,2.52,1.0,7.7,86.67,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003135,HepG2,Cancer,Sol-Gel,Bare_ZnO,56.2,34.7,6.59,48,92.0,3.35,5.85,4.18,0.1,1.25,1.97,5.85,32.95,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003136,HEK293,Normal,Chemical_Precipitation,Bare_ZnO,21.7,7.8,21.32,24,82.4,10.53,13.03,7.28,0.18,2.65,1.0,11.9,55.2,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003137,HCT-116,Cancer,Chemical_Precipitation,PEG_Coated,37.1,-1.3,93.03,48,12.06,38.48,43.06,84.87,2.07,18.0,2.16,89.26,30.03,High,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003138,HeLa,Cancer,Green_Synthesis,Chitosan_Coated,86.2,21.8,29.49,6,89.07,6.65,0.72,5.42,0.1,1.28,0.59,5.18,109.65,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003139,Caco-2,Normal,Hydrothermal,Chitosan_Coated,85.2,29.5,117.06,6,46.08,22.08,22.54,31.75,0.62,6.59,1.0,31.86,102.34,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003140,PBMCs,Normal,Sol-Gel,Chitosan_Coated,52.8,3.5,74.59,12,50.71,18.13,17.61,31.17,1.11,5.16,1.0,27.87,88.71,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003141,L929,Normal,Green_Synthesis,Silica_Coated,41.2,24.5,34.84,72,68.7,11.25,8.8,14.86,0.31,3.15,1.0,10.78,57.87,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003142,Primary_HDF,Normal,Sol-Gel,Silica_Coated,38.8,-7.3,3.1,6,100.0,0.0,2.37,2.25,0.38,1.0,1.0,0.43,116.96,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003143,L929,Normal,Hydrothermal,Silica_Coated,79.8,-18.0,69.36,12,61.99,17.84,16.0,20.33,0.53,4.21,1.0,17.93,91.0,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003144,MCF-7,Cancer,Green_Synthesis,PEG_Coated,38.3,19.3,5.32,48,95.24,4.72,0.0,3.68,0.27,1.64,1.46,3.26,44.62,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003145,Jurkat,Cancer,Green_Synthesis,PEG_Coated,34.7,17.8,36.2,6,75.68,8.94,9.35,18.11,0.14,2.94,0.88,16.16,73.91,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003146,MCF-7,Cancer,Hydrothermal,Chitosan_Coated,31.3,-22.7,71.04,6,47.86,23.82,25.0,45.28,1.28,5.5,0.91,43.5,71.64,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003147,L929,Normal,Chemical_Precipitation,Silica_Coated,74.2,-25.1,63.04,6,71.88,9.88,9.45,12.28,0.36,3.75,1.0,14.28,101.63,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003148,PBMCs,Normal,Sol-Gel,Chitosan_Coated,87.5,-6.0,20.42,6,90.35,5.51,3.0,8.53,0.1,1.72,1.0,5.95,113.07,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003149,A549,Cancer,Chemical_Precipitation,Bare_ZnO,59.5,11.3,12.03,24,79.69,21.78,19.44,19.88,0.6,2.32,1.86,24.37,34.96,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003150,NIH-3T3,Normal,Chemical_Precipitation,PEG_Coated,83.0,-3.1,29.32,12,89.9,0.0,4.78,8.58,0.1,2.19,1.0,5.39,99.08,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003151,HEK293,Normal,Hydrothermal,Bare_ZnO,56.9,-19.8,91.96,12,47.22,34.64,34.68,31.83,1.85,6.16,1.0,31.69,80.3,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003152,MCF-7,Cancer,Green_Synthesis,Bare_ZnO,86.9,-3.3,13.19,12,94.48,3.47,4.22,0.0,0.1,2.14,1.17,3.58,55.76,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003153,A549,Cancer,Hydrothermal,Chitosan_Coated,67.3,22.2,28.19,48,58.47,21.71,19.79,34.32,0.68,4.45,1.73,33.63,37.57,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003154,Caco-2,Normal,Sol-Gel,Chitosan_Coated,59.2,8.9,2.88,48,100.0,1.23,0.19,2.56,0.1,1.07,1.0,0.51,47.08,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003155,Primary_HDF,Normal,Green_Synthesis,Silica_Coated,84.7,-33.3,5.09,24,95.13,0.0,0.55,5.46,0.8,1.0,1.0,1.52,90.0,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003156,NIH-3T3,Normal,Hydrothermal,Bare_ZnO,36.1,13.1,13.89,48,84.35,10.35,10.03,4.86,0.43,1.66,1.0,8.47,53.55,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003157,MCF-7,Cancer,Hydrothermal,Silica_Coated,58.1,-15.5,4.7,72,93.96,6.33,5.29,9.06,0.22,2.34,2.6,6.78,25.02,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003158,Primary_HDF,Normal,Green_Synthesis,PEG_Coated,66.5,7.7,17.64,6,99.16,4.05,2.79,0.0,0.15,1.51,1.0,0.85,190.07,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003159,A549,Cancer,Green_Synthesis,Bare_ZnO,56.7,-34.6,20.11,24,75.45,14.93,16.39,12.66,0.12,2.19,1.37,15.99,47.5,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003160,A549,Cancer,Chemical_Precipitation,Silica_Coated,80.4,23.7,12.33,48,79.68,9.8,12.81,12.11,0.1,2.96,2.37,18.81,27.43,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003161,NIH-3T3,Normal,Sol-Gel,Bare_ZnO,40.7,5.1,45.22,48,53.75,34.65,32.96,29.79,1.22,4.83,1.0,28.63,51.0,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003162,HepG2,Cancer,Chemical_Precipitation,Bare_ZnO,46.0,3.2,18.7,48,65.73,31.36,29.38,30.53,0.35,3.69,2.14,33.71,30.32,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003163,HepG2,Cancer,Sol-Gel,Silica_Coated,49.1,26.2,19.43,48,68.76,14.25,17.56,22.59,0.26,2.97,1.97,22.92,32.95,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003164,HepG2,Cancer,Hydrothermal,Chitosan_Coated,66.1,29.4,85.26,24,35.24,34.65,28.27,46.13,0.81,9.93,1.23,44.89,52.92,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003165,HeLa,Cancer,Chemical_Precipitation,PEG_Coated,25.3,15.8,26.77,72,59.73,14.25,16.72,31.22,0.12,4.78,1.77,29.27,36.64,Moderate,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003166,PBMCs,Normal,Chemical_Precipitation,PEG_Coated,27.4,17.6,9.82,48,96.76,0.0,2.04,5.63,0.1,1.73,1.0,2.26,54.43,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003167,MCF-7,Cancer,Hydrothermal,Chitosan_Coated,58.1,-34.3,40.05,48,46.58,27.04,24.48,44.16,0.61,5.92,1.88,44.65,34.6,Moderate,ISO-Fail (Severe Cytotoxicity <50%)
EXP-ZNO-003168,HeLa,Cancer,Green_Synthesis,PEG_Coated,37.5,4.6,6.62,72,94.05,0.53,0.0,2.7,0.3,2.03,1.31,2.31,49.78,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003169,HeLa,Cancer,Chemical_Precipitation,Chitosan_Coated,59.4,32.2,9.22,72,87.66,4.5,5.28,12.14,0.1,1.68,1.92,9.32,33.82,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003170,Jurkat,Cancer,Hydrothermal,Bare_ZnO,56.7,1.2,4.54,6,94.96,5.43,3.16,4.22,0.12,1.02,1.36,5.47,47.76,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003171,MCF-7,Cancer,Sol-Gel,Silica_Coated,61.8,-7.4,20.53,12,80.8,16.72,12.89,15.88,1.02,2.3,1.46,19.51,44.61,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003172,NIH-3T3,Normal,Hydrothermal,Chitosan_Coated,61.8,10.7,52.67,48,56.3,14.96,10.33,21.3,0.22,4.58,1.0,20.03,64.26,Low,ISO-Warning (Mild Cytotoxicity 50-70%)
EXP-ZNO-003173,HCT-116,Cancer,Sol-Gel,Silica_Coated,36.7,19.8,2.35,6,100.0,4.46,2.06,0.0,0.28,1.0,1.25,1.6,51.98,Low,ISO-Pass (Viable >=70%)
EXP-ZNO-003174,L929,Normal,Hydrothermal,Bare_ZnO,78.6,26.3,20.09,72,86.41,5.23,5.48,8.81,0.61,1.63,1.0,6.36,48.61,Low,ISO-Pass (Viable >=70%)
